accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.227030000000000065e-01,1.017539999999999972e-01,-9.825205000000000410e+00
-1.227030000000000065e-01,9.876100000000000156e-02,-9.831191000000000457e+00
-1.137250000000000066e-01,1.017539999999999972e-01,-9.831191000000000457e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.819219999999999615e+00
-1.077390000000000014e-01,1.077390000000000014e-01,-9.804256000000000526e+00
-1.107319999999999971e-01,1.077390000000000014e-01,-9.819219999999999615e+00
-1.167170000000000013e-01,1.017539999999999972e-01,-9.837175999999999476e+00
-1.137250000000000066e-01,9.876100000000000156e-02,-9.852140000000000342e+00
-1.197099999999999970e-01,1.017539999999999972e-01,-9.837175999999999476e+00
-1.137250000000000066e-01,1.017539999999999972e-01,-9.822212000000000387e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.807249000000000549e+00
-1.137250000000000066e-01,1.137250000000000066e-01,-9.810240999999999545e+00
-1.167170000000000013e-01,1.137250000000000066e-01,-9.825205000000000410e+00
-1.197099999999999970e-01,1.077390000000000014e-01,-9.834182999999999453e+00
-1.197099999999999970e-01,1.107319999999999971e-01,-9.819219999999999615e+00
-1.107319999999999971e-01,1.077390000000000014e-01,-9.822212000000000387e+00
-1.047460000000000058e-01,9.876100000000000156e-02,-9.825205000000000410e+00
-1.137250000000000066e-01,9.876100000000000156e-02,-9.813233999999999568e+00
-1.197099999999999970e-01,9.876100000000000156e-02,-9.816226999999999592e+00
-1.316809999999999925e-01,1.017539999999999972e-01,-9.825205000000000410e+00
-1.256960000000000022e-01,1.017539999999999972e-01,-9.837175999999999476e+00
-1.137250000000000066e-01,9.876100000000000156e-02,-9.843161999999999523e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.840168999999999500e+00
-1.137250000000000066e-01,1.017539999999999972e-01,-9.834182999999999453e+00
-1.167170000000000013e-01,9.876100000000000156e-02,-9.828198000000000434e+00
-1.227030000000000065e-01,1.077390000000000014e-01,-9.819219999999999615e+00
-1.197099999999999970e-01,1.137250000000000066e-01,-9.813233999999999568e+00
-1.256960000000000022e-01,1.047460000000000058e-01,-9.816226999999999592e+00
-1.167170000000000013e-01,1.017539999999999972e-01,-9.816226999999999592e+00
-1.137250000000000066e-01,1.047460000000000058e-01,-9.819219999999999615e+00
-1.167170000000000013e-01,1.077390000000000014e-01,-9.822212000000000387e+00
-1.107319999999999971e-01,1.017539999999999972e-01,-9.825205000000000410e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.828198000000000434e+00
-1.167170000000000013e-01,9.576800000000000590e-02,-9.825205000000000410e+00
-1.197099999999999970e-01,9.876100000000000156e-02,-9.816226999999999592e+00
-1.167170000000000013e-01,1.107319999999999971e-01,-9.822212000000000387e+00
-1.077390000000000014e-01,1.167170000000000013e-01,-9.822212000000000387e+00
-1.077390000000000014e-01,1.107319999999999971e-01,-9.822212000000000387e+00
-1.077390000000000014e-01,1.107319999999999971e-01,-9.816226999999999592e+00
-1.167170000000000013e-01,1.197099999999999970e-01,-9.819219999999999615e+00
-1.197099999999999970e-01,1.137250000000000066e-01,-9.819219999999999615e+00
-1.167170000000000013e-01,1.107319999999999971e-01,-9.828198000000000434e+00
-1.107319999999999971e-01,1.137250000000000066e-01,-9.825205000000000410e+00
-1.077390000000000014e-01,1.077390000000000014e-01,-9.813233999999999568e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.807249000000000549e+00
-1.107319999999999971e-01,1.077390000000000014e-01,-9.828198000000000434e+00
-1.137250000000000066e-01,1.107319999999999971e-01,-9.834182999999999453e+00
-1.107319999999999971e-01,1.167170000000000013e-01,-9.837175999999999476e+00
-1.137250000000000066e-01,1.107319999999999971e-01,-9.822212000000000387e+00
-1.137250000000000066e-01,1.047460000000000058e-01,-9.822212000000000387e+00
-1.137250000000000066e-01,1.017539999999999972e-01,-9.834182999999999453e+00
-1.137250000000000066e-01,1.017539999999999972e-01,-9.837175999999999476e+00
-1.197099999999999970e-01,1.077390000000000014e-01,-9.825205000000000410e+00
-1.316809999999999925e-01,1.077390000000000014e-01,-9.807249000000000549e+00
-1.286879999999999968e-01,1.017539999999999972e-01,-9.813233999999999568e+00
-1.197099999999999970e-01,1.017539999999999972e-01,-9.819219999999999615e+00
-1.107319999999999971e-01,1.017539999999999972e-01,-9.825205000000000410e+00
-1.047460000000000058e-01,9.876100000000000156e-02,-9.816226999999999592e+00
-1.017539999999999972e-01,9.876100000000000156e-02,-9.810240999999999545e+00
-1.077390000000000014e-01,1.047460000000000058e-01,-9.816226999999999592e+00
-1.137250000000000066e-01,1.047460000000000058e-01,-9.822212000000000387e+00
-1.167170000000000013e-01,1.017539999999999972e-01,-9.828198000000000434e+00
-1.137250000000000066e-01,9.277499999999999636e-02,-9.816226999999999592e+00
-1.047460000000000058e-01,9.576800000000000590e-02,-9.813233999999999568e+00
-1.047460000000000058e-01,9.876100000000000156e-02,-9.825205000000000410e+00
-1.077390000000000014e-01,1.017539999999999972e-01,-9.831191000000000457e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.822212000000000387e+00
-1.137250000000000066e-01,9.876100000000000156e-02,-9.831191000000000457e+00
-1.167170000000000013e-01,1.077390000000000014e-01,-9.834182999999999453e+00
-1.137250000000000066e-01,1.107319999999999971e-01,-9.819219999999999615e+00
-1.167170000000000013e-01,1.077390000000000014e-01,-9.810240999999999545e+00
-1.167170000000000013e-01,1.047460000000000058e-01,-9.822212000000000387e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.828198000000000434e+00
-1.107319999999999971e-01,1.017539999999999972e-01,-9.825205000000000410e+00
-1.167170000000000013e-01,1.047460000000000058e-01,-9.828198000000000434e+00
-1.256960000000000022e-01,1.137250000000000066e-01,-9.822212000000000387e+00
-1.197099999999999970e-01,1.107319999999999971e-01,-9.828198000000000434e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.831191000000000457e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.822212000000000387e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.816226999999999592e+00
-1.137250000000000066e-01,1.107319999999999971e-01,-9.816226999999999592e+00
-1.137250000000000066e-01,1.137250000000000066e-01,-9.819219999999999615e+00
-1.077390000000000014e-01,1.077390000000000014e-01,-9.813233999999999568e+00
-1.107319999999999971e-01,1.017539999999999972e-01,-9.807249000000000549e+00
-1.167170000000000013e-01,1.017539999999999972e-01,-9.816226999999999592e+00
-1.167170000000000013e-01,1.077390000000000014e-01,-9.831191000000000457e+00
-1.197099999999999970e-01,1.137250000000000066e-01,-9.831191000000000457e+00
-1.197099999999999970e-01,1.077390000000000014e-01,-9.831191000000000457e+00
-1.167170000000000013e-01,1.047460000000000058e-01,-9.816226999999999592e+00
-1.227030000000000065e-01,1.107319999999999971e-01,-9.813233999999999568e+00
-1.107319999999999971e-01,9.576800000000000590e-02,-9.819219999999999615e+00
-9.576800000000000590e-02,9.277499999999999636e-02,-9.825205000000000410e+00
-1.197099999999999970e-01,1.376670000000000116e-01,-9.810240999999999545e+00
-1.556230000000000113e-01,1.825579999999999981e-01,-9.804256000000000526e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.828198000000000434e+00
-3.890600000000000308e-02,-1.197100000000000074e-02,-9.849147000000000318e+00
-8.379699999999999649e-02,6.883300000000000529e-02,-9.828198000000000434e+00
-1.047460000000000058e-01,1.077390000000000014e-01,-9.822212000000000387e+00
-1.047460000000000058e-01,1.047460000000000058e-01,-9.837175999999999476e+00
-1.047460000000000058e-01,9.277499999999999636e-02,-9.837175999999999476e+00
-1.077390000000000014e-01,9.277499999999999636e-02,-9.828198000000000434e+00
-1.107319999999999971e-01,9.876100000000000156e-02,-9.816226999999999592e+00
-1.077390000000000014e-01,8.379699999999999649e-02,-9.828198000000000434e+00
-8.978300000000000169e-02,5.387000000000000122e-02,-9.843161999999999523e+00
-8.978300000000000169e-02,3.591300000000000048e-02,-9.837175999999999476e+00
-1.047460000000000058e-01,7.182600000000000096e-02,-9.828198000000000434e+00
-9.277499999999999636e-02,6.284800000000000109e-02,-9.813233999999999568e+00
-4.788400000000000295e-02,1.496399999999999987e-02,-9.819219999999999615e+00
-1.496399999999999987e-02,-4.189899999999999874e-02,-9.816226999999999592e+00
-8.977999999999999869e-03,-6.284800000000000109e-02,-9.816226999999999592e+00
2.094899999999999887e-02,-1.286879999999999968e-01,-9.825205000000000410e+00
8.080400000000000083e-02,-2.214639999999999942e-01,-9.840168999999999500e+00
3.591300000000000048e-02,-1.586160000000000070e-01,-9.837175999999999476e+00
-4.189899999999999874e-02,-1.795700000000000074e-02,-9.819219999999999615e+00
-7.781200000000000616e-02,4.489100000000000035e-02,-9.813233999999999568e+00
-7.182600000000000096e-02,8.080400000000000083e-02,-9.831191000000000457e+00
-1.137250000000000066e-01,1.526299999999999879e-01,-9.831191000000000457e+00
-9.277499999999999636e-02,9.876100000000000156e-02,-9.816226999999999592e+00
-7.481899999999999662e-02,8.978300000000000169e-02,-9.819219999999999615e+00
-3.890600000000000308e-02,7.182600000000000096e-02,-9.816226999999999592e+00
-5.686200000000000282e-02,5.985499999999999848e-02,-9.822212000000000387e+00
-1.137250000000000066e-01,6.584099999999999675e-02,-9.834182999999999453e+00
-1.616090000000000027e-01,1.197099999999999970e-01,-9.837175999999999476e+00
-1.167170000000000013e-01,7.781200000000000616e-02,-9.831191000000000457e+00
-4.189899999999999874e-02,-2.993000000000000001e-03,-9.825205000000000410e+00
-5.087699999999999861e-02,2.394200000000000148e-02,-9.825205000000000410e+00
-6.883300000000000529e-02,6.883300000000000529e-02,-9.819219999999999615e+00
-8.379699999999999649e-02,2.094899999999999887e-02,-9.822212000000000387e+00
-9.277499999999999636e-02,5.387000000000000122e-02,-9.834182999999999453e+00
-1.765720000000000067e-01,2.573770000000000224e-01,-9.843161999999999523e+00
-2.244559999999999889e-01,3.441660000000000275e-01,-9.816226999999999592e+00
-1.496379999999999932e-01,1.975220000000000031e-01,-9.813233999999999568e+00
-1.137250000000000066e-01,1.077390000000000014e-01,-9.816226999999999592e+00
-1.017539999999999972e-01,1.017539999999999972e-01,-9.810240999999999545e+00
-1.017539999999999972e-01,8.379699999999999649e-02,-9.807249000000000549e+00
-8.977999999999999869e-03,-6.883300000000000529e-02,-9.834182999999999453e+00
3.890600000000000308e-02,-1.256960000000000022e-01,-9.840168999999999500e+00
7.182600000000000096e-02,-1.735800000000000121e-01,-9.822212000000000387e+00
1.496399999999999987e-02,-9.277499999999999636e-02,-9.822212000000000387e+00
-1.496399999999999987e-02,-9.277499999999999636e-02,-9.819219999999999615e+00
-1.496399999999999987e-02,-2.214639999999999942e-01,-9.828198000000000434e+00
1.795700000000000074e-02,-2.483980000000000077e-01,-9.837175999999999476e+00
7.182600000000000096e-02,-2.005139999999999978e-01,-9.837175999999999476e+00
8.379699999999999649e-02,-1.376670000000000116e-01,-9.825205000000000410e+00
4.489100000000000035e-02,5.387000000000000122e-02,-9.837175999999999476e+00
-3.591300000000000048e-02,2.184709999999999985e-01,-9.831191000000000457e+00
-6.883300000000000529e-02,1.197099999999999970e-01,-9.813233999999999568e+00
-2.394200000000000148e-02,7.481899999999999662e-02,-9.837175999999999476e+00
-7.481899999999999662e-02,2.394200000000000148e-02,-9.807249000000000549e+00
-1.197099999999999970e-01,-5.087699999999999861e-02,-9.831191000000000457e+00
-1.256960000000000022e-01,-8.379699999999999649e-02,-9.816226999999999592e+00
-9.876100000000000156e-02,0.000000000000000000e+00,-9.837175999999999476e+00
-8.080400000000000083e-02,2.992799999999999974e-02,-9.831191000000000457e+00
-8.679000000000000603e-02,3.890600000000000308e-02,-9.813233999999999568e+00
-6.883300000000000529e-02,1.047460000000000058e-01,-9.816226999999999592e+00
-1.107319999999999971e-01,2.035069999999999935e-01,-9.825205000000000410e+00
-1.107319999999999971e-01,2.454060000000000130e-01,-9.825205000000000410e+00
-1.256960000000000022e-01,3.112460000000000226e-01,-9.843161999999999523e+00
-9.576800000000000590e-02,2.873040000000000038e-01,-9.816226999999999592e+00
-8.379699999999999649e-02,5.985499999999999848e-02,-9.795277999999999707e+00
-6.284800000000000109e-02,-9.876100000000000156e-02,-9.822212000000000387e+00
-2.394200000000000148e-02,-1.526299999999999879e-01,-9.834182999999999453e+00
2.094899999999999887e-02,-1.406590000000000062e-01,-9.825205000000000410e+00
-5.087699999999999861e-02,-8.080400000000000083e-02,-9.813233999999999568e+00
-6.584099999999999675e-02,1.256960000000000022e-01,-9.813233999999999568e+00
-6.883300000000000529e-02,1.526299999999999879e-01,-9.840168999999999500e+00
-1.077390000000000014e-01,1.227030000000000065e-01,-9.813233999999999568e+00
-1.646009999999999973e-01,2.364269999999999983e-01,-9.825205000000000410e+00
-1.646009999999999973e-01,3.950429999999999775e-01,-9.810240999999999545e+00
-8.080400000000000083e-02,3.920509999999999828e-01,-9.810240999999999545e+00
-2.992750000000000132e-01,4.100070000000000103e-01,-9.789291999999999661e+00
-2.154780000000000029e-01,5.865789999999999615e-01,-9.831191000000000457e+00
-6.883300000000000529e-02,4.848259999999999792e-01,-9.831191000000000457e+00
-1.675939999999999930e-01,3.621229999999999727e-01,-9.837175999999999476e+00
-2.603690000000000171e-01,3.441660000000000275e-01,-9.819219999999999615e+00
-1.256960000000000022e-01,3.561369999999999814e-01,-9.819219999999999615e+00
-1.436520000000000019e-01,1.885429999999999884e-01,-9.828198000000000434e+00
-1.227030000000000065e-01,1.466449999999999976e-01,-9.801263000000000503e+00
-9.876100000000000156e-02,1.466449999999999976e-01,-9.813233999999999568e+00
-1.017539999999999972e-01,1.406590000000000062e-01,-9.837175999999999476e+00
-6.584099999999999675e-02,1.197100000000000074e-02,-9.831191000000000457e+00
-1.436520000000000019e-01,-1.197099999999999970e-01,-9.831191000000000457e+00
-1.406590000000000062e-01,-1.227030000000000065e-01,-9.828198000000000434e+00
2.993000000000000001e-03,8.679000000000000603e-02,-9.834182999999999453e+00
1.795700000000000074e-02,1.286879999999999968e-01,-9.831191000000000457e+00
-1.047460000000000058e-01,-2.993000000000000001e-03,-9.813233999999999568e+00
-5.985499999999999848e-02,2.693500000000000061e-02,-9.816226999999999592e+00
2.693500000000000061e-02,2.094899999999999887e-02,-9.846154000000000295e+00
-0.000000000000000000e+00,-8.679000000000000603e-02,-9.849147000000000318e+00
-1.795700000000000074e-02,-2.394200000000000148e-02,-9.822212000000000387e+00
5.087699999999999861e-02,1.496379999999999932e-01,-9.825205000000000410e+00
-2.993000000000000001e-03,2.334350000000000036e-01,-9.822212000000000387e+00
-3.291999999999999788e-02,2.543839999999999990e-01,-9.825205000000000410e+00
-3.591300000000000048e-02,1.675939999999999930e-01,-9.804256000000000526e+00
-1.735800000000000121e-01,-3.591300000000000048e-02,-9.828198000000000434e+00
-2.274490000000000123e-01,-4.489100000000000035e-02,-9.822212000000000387e+00
-2.364269999999999983e-01,1.496399999999999987e-02,-9.819219999999999615e+00
-1.975220000000000031e-01,5.387000000000000122e-02,-9.813233999999999568e+00
-1.286879999999999968e-01,1.316809999999999925e-01,-9.813233999999999568e+00
-1.765720000000000067e-01,1.616090000000000027e-01,-9.837175999999999476e+00
-4.489100000000000035e-02,2.005139999999999978e-01,-9.831191000000000457e+00
-3.890600000000000308e-02,1.077390000000000014e-01,-9.831191000000000457e+00
7.781200000000000616e-02,-1.376670000000000116e-01,-9.834182999999999453e+00
5.985499999999999848e-02,-4.548980000000000246e-01,-9.780314000000000618e+00
4.489100000000000035e-02,-3.860649999999999915e-01,-9.837175999999999476e+00
-5.986000000000000001e-03,-2.064999999999999891e-01,-9.834182999999999453e+00
-5.985499999999999848e-02,2.394200000000000148e-02,-9.828198000000000434e+00
1.197099999999999970e-01,5.327100000000000168e-01,-9.816226999999999592e+00
1.047460000000000058e-01,3.591300000000000048e-01,-9.801263000000000503e+00
-3.591300000000000048e-02,-1.466449999999999976e-01,-9.816226999999999592e+00
-3.591300000000000048e-02,-3.740939999999999821e-01,-9.834182999999999453e+00
1.586160000000000070e-01,-3.501520000000000188e-01,-9.858124999999999361e+00
7.481899999999999662e-02,-2.424129999999999896e-01,-9.831191000000000457e+00
-6.883300000000000529e-02,-1.316809999999999925e-01,-9.807249000000000549e+00
-1.705869999999999886e-01,-2.094899999999999887e-02,-9.816226999999999592e+00
-1.675939999999999930e-01,-1.197100000000000074e-02,-9.822212000000000387e+00
-1.735800000000000121e-01,-1.167170000000000013e-01,-9.843161999999999523e+00
-1.705869999999999886e-01,-2.992750000000000132e-01,-9.822212000000000387e+00
-1.616090000000000027e-01,-3.202240000000000086e-01,-9.813233999999999568e+00
-4.788400000000000295e-02,-1.496379999999999932e-01,-9.828198000000000434e+00
2.094899999999999887e-02,1.017539999999999972e-01,-9.816226999999999592e+00
-5.985499999999999848e-02,3.232169999999999765e-01,-9.834182999999999453e+00
-6.584099999999999675e-02,1.436520000000000019e-01,-9.798270000000000479e+00
9.576800000000000590e-02,-5.986000000000000001e-03,-9.819219999999999615e+00
9.576800000000000590e-02,-3.890600000000000308e-02,-9.846154000000000295e+00
8.978300000000000169e-02,-1.795700000000000074e-02,-9.834182999999999453e+00
6.284800000000000109e-02,8.679000000000000603e-02,-9.804256000000000526e+00
6.883300000000000529e-02,6.883300000000000529e-02,-9.840168999999999500e+00
3.890600000000000308e-02,3.890600000000000308e-02,-9.828198000000000434e+00
-9.576800000000000590e-02,7.182600000000000096e-02,-9.807249000000000549e+00
-1.167170000000000013e-01,2.992799999999999974e-02,-9.810240999999999545e+00
-2.992799999999999974e-02,7.781200000000000616e-02,-9.834182999999999453e+00
-0.000000000000000000e+00,2.184709999999999985e-01,-9.846154000000000295e+00
-7.481899999999999662e-02,1.795700000000000074e-02,-9.813233999999999568e+00
1.197100000000000074e-02,-8.379699999999999649e-02,-9.834182999999999453e+00
1.556230000000000113e-01,-1.675939999999999930e-01,-9.807249000000000549e+00
1.825579999999999981e-01,-1.197099999999999970e-01,-9.831191000000000457e+00
2.035069999999999935e-01,3.591300000000000048e-02,-9.822212000000000387e+00
2.064999999999999891e-01,1.376670000000000116e-01,-9.855133000000000365e+00
8.379699999999999649e-02,1.256960000000000022e-01,-9.831191000000000457e+00
5.686200000000000282e-02,1.496399999999999987e-02,-9.816226999999999592e+00
1.795700000000000074e-02,-3.890600000000000308e-02,-9.810240999999999545e+00
2.603690000000000171e-01,-3.591300000000000048e-02,-9.825205000000000410e+00
3.022679999999999811e-01,-1.107319999999999971e-01,-9.864110999999999407e+00
1.705869999999999886e-01,-6.584099999999999675e-02,-9.828198000000000434e+00
1.406590000000000062e-01,7.781200000000000616e-02,-9.813233999999999568e+00
9.277499999999999636e-02,2.454060000000000130e-01,-9.822212000000000387e+00
-4.189899999999999874e-02,1.825579999999999981e-01,-9.816226999999999592e+00
-9.576800000000000590e-02,1.556230000000000113e-01,-9.840168999999999500e+00
-1.675939999999999930e-01,2.573770000000000224e-01,-9.828198000000000434e+00
-2.304420000000000079e-01,3.830720000000000236e-01,-9.843161999999999523e+00
-2.783260000000000178e-01,4.040219999999999922e-01,-9.819219999999999615e+00
-1.975220000000000031e-01,2.783260000000000178e-01,-9.822212000000000387e+00
-9.277499999999999636e-02,1.107319999999999971e-01,-9.831191000000000457e+00
2.394200000000000148e-02,-1.406590000000000062e-01,-9.822212000000000387e+00
-2.693500000000000061e-02,-8.379699999999999649e-02,-9.837175999999999476e+00
-3.890600000000000308e-02,-6.584099999999999675e-02,-9.810240999999999545e+00
4.489100000000000035e-02,-1.256960000000000022e-01,-9.807249000000000549e+00
-1.496399999999999987e-02,5.986000000000000001e-03,-9.810240999999999545e+00
3.890600000000000308e-02,-5.686200000000000282e-02,-9.834182999999999453e+00
3.291999999999999788e-02,-1.945290000000000075e-01,-9.831191000000000457e+00
5.087699999999999861e-02,-1.646009999999999973e-01,-9.837175999999999476e+00
7.781200000000000616e-02,-5.985499999999999848e-02,-9.822212000000000387e+00
-1.197100000000000074e-02,1.256960000000000022e-01,-9.807249000000000549e+00
-5.087699999999999861e-02,2.244559999999999889e-01,-9.813233999999999568e+00
-1.107319999999999971e-01,2.094930000000000125e-01,-9.825205000000000410e+00
-1.077390000000000014e-01,1.795650000000000024e-01,-9.825205000000000410e+00
2.693500000000000061e-02,7.781200000000000616e-02,-9.831191000000000457e+00
3.591300000000000048e-02,-1.705869999999999886e-01,-9.822212000000000387e+00
8.977999999999999869e-03,-2.094930000000000125e-01,-9.852140000000000342e+00
5.087699999999999861e-02,-1.646009999999999973e-01,-9.825205000000000410e+00
2.394200000000000148e-02,-6.584099999999999675e-02,-9.849147000000000318e+00
-7.182600000000000096e-02,5.087699999999999861e-02,-9.822212000000000387e+00
-8.977999999999999869e-03,2.993000000000000001e-03,-9.804256000000000526e+00
9.576800000000000590e-02,-8.080400000000000083e-02,-9.831191000000000457e+00
2.992799999999999974e-02,-5.686200000000000282e-02,-9.825205000000000410e+00
-5.087699999999999861e-02,5.985499999999999848e-02,-9.831191000000000457e+00
-1.466449999999999976e-01,2.513909999999999756e-01,-9.834182999999999453e+00
-1.556230000000000113e-01,2.394199999999999939e-01,-9.831191000000000457e+00
-1.376670000000000116e-01,1.735800000000000121e-01,-9.807249000000000549e+00
-7.481899999999999662e-02,9.876100000000000156e-02,-9.825205000000000410e+00
-2.394200000000000148e-02,-2.993000000000000001e-03,-9.840168999999999500e+00
6.584099999999999675e-02,-1.556230000000000113e-01,-9.831191000000000457e+00
9.876100000000000156e-02,-1.855509999999999937e-01,-9.840168999999999500e+00
9.576800000000000590e-02,-3.441660000000000275e-01,-9.798270000000000479e+00
1.496399999999999987e-02,-3.142389999999999906e-01,-9.816226999999999592e+00
-2.992799999999999974e-02,-1.675939999999999930e-01,-9.819219999999999615e+00
-8.679000000000000603e-02,8.977999999999999869e-03,-9.819219999999999615e+00
-5.985499999999999848e-02,2.783260000000000178e-01,-9.816226999999999592e+00
1.077390000000000014e-01,3.052610000000000046e-01,-9.828198000000000434e+00
1.885429999999999884e-01,2.483980000000000077e-01,-9.822212000000000387e+00
1.256960000000000022e-01,2.214639999999999942e-01,-9.834182999999999453e+00
-0.000000000000000000e+00,2.364269999999999983e-01,-9.834182999999999453e+00
-5.686200000000000282e-02,4.728550000000000253e-01,-9.810240999999999545e+00
-9.576800000000000590e-02,6.554130000000000233e-01,-9.807249000000000549e+00
2.993000000000000001e-03,5.955580000000000318e-01,-9.828198000000000434e+00
-9.576800000000000590e-02,1.556230000000000113e-01,-9.810240999999999545e+00
-2.094930000000000125e-01,-2.873040000000000038e-01,-9.843161999999999523e+00
-2.154780000000000029e-01,-6.135140000000000038e-01,-9.822212000000000387e+00
1.795700000000000074e-02,-7.601590000000000291e-01,-9.795277999999999707e+00
1.346739999999999882e-01,-4.309560000000000057e-01,-9.816226999999999592e+00
2.364269999999999983e-01,8.977999999999999869e-03,-9.837175999999999476e+00
2.513909999999999756e-01,2.902970000000000272e-01,-9.831191000000000457e+00
1.735800000000000121e-01,3.860649999999999915e-01,-9.825205000000000410e+00
1.586160000000000070e-01,5.117610000000000214e-01,-9.834182999999999453e+00
1.137250000000000066e-01,6.374560000000000226e-01,-9.795277999999999707e+00
5.986000000000000001e-03,4.638769999999999838e-01,-9.804256000000000526e+00
-1.945290000000000075e-01,1.975220000000000031e-01,-9.840168999999999500e+00
-2.573770000000000224e-01,-1.765720000000000067e-01,-9.810240999999999545e+00
-1.107319999999999971e-01,-2.783260000000000178e-01,-9.822212000000000387e+00
