gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-7.828410666666667239e-02,-1.634678466666666385e-01,6.849187777777789726e-03
-4.380810666666667269e-02,-1.257978466666666573e-01,1.567218777777779071e-02
2.574889333333333155e-02,-3.577484666666663760e-02,-1.105581222222221105e-02
-2.970810666666667127e-02,-2.497284666666663502e-02,-4.285812222222210206e-03
-6.772106666666670612e-03,-4.264184666666663570e-02,1.644718777777778862e-02
-1.535106666666670710e-03,3.011915333333335665e-02,-2.646281222222220814e-02
8.829893333333329805e-03,6.069153333333361655e-03,5.121118777777779185e-02
4.208933333333295633e-04,2.403215333333336146e-02,-3.033781222222221158e-02
2.984689333333332903e-02,-1.018584666666663696e-02,-8.131081222222220906e-02
4.970089333333332915e-02,-2.954684666666663670e-02,4.711618777777779044e-02
3.463189333333333009e-02,-6.592484666666663384e-02,5.355418777777778971e-02
5.341389333333333017e-02,-4.691884666666663872e-02,7.665618777777778725e-02
5.742089333333333379e-02,-5.230784666666663668e-02,4.931877777777891880e-04
8.236389333333332674e-02,-4.434184666666663582e-02,-3.511881222222221210e-02
-9.453106666666669100e-03,-2.320584666666663728e-02,-7.172681222222221376e-02
-2.336210666666667032e-02,-2.451584666666663595e-02,-7.682181222222221606e-02
4.062489333333332842e-02,-8.550084666666663002e-02,6.482187777777790455e-03
-2.311710666666666816e-02,-6.262784666666663946e-02,-1.419181222222221095e-02
-4.627810666666667266e-02,-3.812084666666663846e-02,-3.973581222222220821e-02
-1.290210666666666978e-02,-1.564684666666663754e-02,2.737187777777788655e-03
2.017989333333333052e-02,4.323115333333336918e-02,1.814118777777778968e-02
7.327893333333329075e-03,1.492153333333363918e-03,5.677518777777779135e-02
4.648189333333332951e-02,1.097151533333333706e-01,7.071318777777778342e-02
-4.470110666666667065e-02,5.924153333333362359e-03,1.715018777777779085e-02
-2.476610666666666932e-02,-5.914284666666663748e-02,6.506618777777778417e-02
4.768289333333333019e-02,-4.802384666666663360e-02,2.863218777777778654e-02
9.906893333333329638e-03,-4.971984666666663666e-02,-2.907281222222220934e-02
-8.914106666666671286e-03,6.507153333333362544e-03,3.389187777777790192e-03
5.884489333333332850e-02,4.859315333333336095e-02,7.230187777777789121e-03
-3.569106666666670494e-03,5.333153333333361112e-03,-4.538122222222107371e-04
9.508789333333332594e-02,3.987015333333336631e-02,-1.392981222222221087e-02
5.500989333333333037e-02,1.386315333333336397e-02,-1.859081222222221108e-02
1.775889333333333098e-02,4.052815333333335823e-02,6.434187777777791023e-03
4.515389333333333366e-02,-1.547584666666663999e-02,-2.029081222222221120e-02
4.054089333333332767e-02,-8.689884666666664037e-02,-3.416081222222221159e-02
6.206189333333333308e-02,5.617215333333336336e-02,-2.614881222222220983e-02
1.202389333333333046e-02,1.316615333333336080e-02,-7.693812222222210645e-03
-5.467710666666666941e-02,3.618515333333335859e-02,-4.490812222222210527e-03
-3.411510666666667246e-02,3.451615333333336866e-02,-2.726681222222221077e-02
5.555893333333328937e-03,-1.682284666666663403e-02,-2.356181222222221081e-02
9.698933333333295721e-04,-4.621984666666663355e-02,-1.099381222222220976e-02
-5.302910666666667272e-02,1.239815333333336989e-02,3.959018777777778553e-02
-3.235210666666667179e-02,-6.416884666666664017e-02,2.389518777777778838e-02
7.489893333333329760e-03,-5.570884666666663793e-02,-1.045881222222221074e-02
-2.421310666666666792e-02,-3.711484666666663851e-02,-4.480081222222220827e-02
-1.903210666666666981e-02,-1.585684666666663939e-02,2.116318777777779006e-02
-6.526910666666667360e-02,1.130261533333333512e-01,-2.689681222222221196e-02
-9.376106666666671891e-03,-9.840846666666638876e-03,-6.167581222222220938e-02
-7.908106666666671336e-03,1.325715333333336854e-02,-6.364812222222210325e-03
4.705589333333332763e-02,-1.315884666666663344e-02,-2.513812222222210069e-03
1.455989333333333052e-02,4.977815333333336645e-02,-2.733181222222220985e-02
2.477389333333333138e-02,3.241115333333335902e-02,-4.995981222222220519e-02
-3.174210666666667235e-02,1.735415333333335808e-02,-4.416981222222221559e-02
-5.396310666666667005e-02,-3.170484666666663343e-02,-5.697281222222221053e-02
-4.952106666666670175e-03,8.432515333333337471e-02,6.454187777777790208e-03
-3.392010666666667174e-02,5.983615333333336395e-02,1.316718777777779043e-02
-3.570110666666666960e-02,1.460115333333336651e-02,7.207187777777790405e-03
-3.112310666666667086e-02,7.370915333333336039e-02,6.991918777777778038e-02
-2.972610666666666845e-02,1.105371533333333600e-01,8.141818777777778959e-02
-2.489106666666670263e-03,-2.571884666666663516e-02,3.481018777777779294e-02
5.998089333333333356e-02,9.217153333333366616e-03,3.778187777777788914e-03
3.272389333333333011e-02,4.557115333333336404e-02,5.965918777777778903e-02
2.588589333333332979e-02,-7.773846666666639482e-03,4.532818777777779251e-02
-2.773710666666667074e-02,-3.896484666666663599e-02,1.873518777777779046e-02
5.497589333333333106e-02,2.425153333333360250e-03,2.169018777777778975e-02
2.445589333333332907e-02,-5.624084666666663568e-02,3.607518777777779517e-02
-5.896810666666667256e-02,6.622215333333336673e-02,-5.455981222222221205e-02
-5.829810666666666863e-02,6.102615333333336056e-02,-7.017881222222220605e-02
-1.989510666666666899e-02,-5.537846666666637607e-03,-3.639281222222220946e-02
5.269893333333329141e-03,3.494153333333360756e-03,-1.513681222222221061e-02
3.788189333333333297e-02,7.615515333333336412e-02,-2.931981222222221004e-02
-1.366610666666667057e-02,-1.052084666666663892e-02,-1.866981222222221029e-02
-5.963510666666666654e-02,-9.444784666666664052e-02,3.348918777777779021e-02
1.680189333333332799e-02,-7.373884666666663534e-02,-2.347981222222220860e-02
-7.934106666666669583e-03,1.083215333333335806e-02,2.731877777777894784e-04
-3.569710666666667254e-02,2.740215333333335945e-02,3.579818777777779570e-02
-5.348010666666667273e-02,-9.192584666666664406e-02,-2.195781222222221302e-02
1.090489333333332853e-02,2.978215333333336656e-02,2.430918777777778608e-02
1.148589333333333018e-02,4.463715333333335977e-02,-2.977881222222221111e-02
4.392989333333333080e-02,4.684015333333335640e-02,-5.840781222222221625e-02
-3.507810666666667104e-02,-1.889784666666663449e-02,-2.504481222222221248e-02
7.048933333333295276e-04,1.456215333333336914e-02,5.101318777777778812e-02
-1.460510666666666943e-02,5.581215333333336415e-02,6.014918777777777947e-02
9.655489333333333590e-02,1.634231533333333763e-01,4.234918777777778309e-02
3.378838933333333516e-01,2.832331533333333207e-01,1.682818777777778801e-02
4.241328933333333717e-01,3.898611533333333767e-01,7.296318777777778541e-02
2.306658933333333161e-01,1.342251533333333746e-01,1.926018777777778815e-02
4.293848933333333506e-01,3.314291533333333373e-01,-1.813581222222221054e-02
1.740263893333333201e+00,1.315665153333333448e+00,1.436318777777778957e-02
2.848285893333333263e+00,2.229924153333333603e+00,5.487218777777778944e-02
1.092320893333333265e+00,8.428621533333333637e-01,-2.028881222222220920e-02
-1.440321066666666872e-01,-6.859684666666664155e-02,2.450418777777778681e-02
-1.906210666666666859e-02,-1.706984666666663819e-02,-1.616812222222209841e-03
-4.020110666666666666e-02,3.485315333333335874e-02,-5.029781222222221015e-02
-6.848710666666667224e-02,4.373215333333335675e-02,-3.511181222222221204e-02
1.370189333333332940e-02,1.229461533333333634e-01,-3.339812222222210414e-03
-6.663110666666667570e-02,-1.878284666666663744e-02,2.073318777777779023e-02
-1.571371066666666927e-01,-9.950784666666663558e-02,2.265187777777790193e-03
-4.809391066666666714e-01,-3.313358466666666002e-01,7.239918777777779035e-02
-1.312744106666666744e+00,-9.852708466666666443e-01,2.291091877777777785e-01
-1.589258106666666670e+00,-1.242392846666666495e+00,4.374161877777777985e-01
-1.135697106666666789e+00,-8.145058466666666996e-01,7.944171877777778112e-01
-1.152617106666666835e+00,-8.359698466666666272e-01,1.270982187777777828e+00
-1.325781106666666709e+00,-1.003475846666666671e+00,2.414349187777777850e+00
-2.761791066666666739e-01,-2.405528466666666254e-01,4.889150187777778100e+00
1.361468933333333242e-01,5.646915333333336895e-02,7.109504187777777595e+00
1.530828933333333031e-01,1.503181533333333708e-01,1.006543718777777841e+01
-6.222710666666667056e-02,-4.101884666666663626e-02,1.301055518777777742e+01
-1.068891066666666639e-01,-1.079828466666666320e-01,1.516364618777777729e+01
1.936118933333333125e-01,1.941601533333333629e-01,1.644551118777777887e+01
2.000238933333333136e-01,1.286591533333333592e-01,1.722613018777777683e+01
2.533128933333333443e-01,4.724415333333335798e-02,1.742654318777777789e+01
-2.689291066666666397e-01,-2.751368466666666013e-01,1.711302618777777695e+01
6.664989333333333488e-02,2.989115333333336455e-02,1.800931818777777949e+01
9.706868933333333560e-01,7.319371533333333124e-01,1.958653318777777841e+01
1.337994893333333213e+00,1.078814153333333525e+00,2.127455918777777910e+01
1.907246893333333304e+00,1.565631153333333359e+00,2.225248718777777768e+01
1.516722893333333211e+00,1.119890153333333416e+00,2.133850518777777694e+01
6.861248933333333744e-01,5.335521533333333899e-01,1.992192318777777871e+01
3.948898933333333527e-01,3.431071533333334145e-01,2.033998718777777626e+01
1.431678933333333237e-01,1.544481533333333656e-01,2.136995318777777797e+01
1.116458933333333292e-01,1.170081533333333645e-01,2.231481618777777953e+01
2.993848933333333462e-01,2.480041533333333381e-01,2.322981118777777709e+01
1.953538933333333061e-01,7.252515333333336978e-02,2.385392418777777834e+01
1.661618933333333104e-01,-2.674184666666663823e-02,2.382168218777777824e+01
-5.267110666666666857e-02,-1.229418466666666321e-01,2.151584118777777732e+01
-6.722710666666667501e-02,-2.517684666666663781e-02,1.934152618777777732e+01
-4.577021066666666638e-01,-2.415828466666666285e-01,1.846751618777777892e+01
-6.651210666666666771e-02,1.166153333333364017e-03,1.826294218777777800e+01
-9.744210666666666687e-02,-8.895384666666664164e-02,1.835135918777777775e+01
8.198089333333333228e-02,1.954221533333333760e-01,1.919641118777777677e+01
2.957878933333333293e-01,1.996381533333333735e-01,2.196032418777777906e+01
9.504389333333332357e-02,8.667115333333336169e-02,2.480919118777777754e+01
-2.917791066666666766e-01,-2.197268466666666420e-01,2.839683418777777746e+01
9.795189333333333137e-02,-1.099018466666666360e-01,3.068514518777777766e+01
-2.247941066666666876e-01,-8.649084666666663479e-02,3.266897418777777773e+01
-3.548671066666666540e-01,2.777815333333336079e-02,3.539013918777777690e+01
1.798198933333333138e-01,2.142951533333333491e-01,3.926941918777777119e+01
2.008468933333333040e-01,6.590715333333335701e-02,4.386968118777777192e+01
-2.105941066666666972e-01,-9.408184666666663531e-02,4.854724718777777781e+01
-1.192401066666666648e-01,-2.802018466666666430e-01,5.136978018777777777e+01
-6.010666666667052738e-05,-1.295538466666666388e-01,5.244743618777777527e+01
6.489689333333333032e-02,2.460661533333333428e-01,5.375249718777777730e+01
-4.572861066666666363e-01,-3.454138466666666352e-01,5.544974718777777412e+01
-2.617931066666666640e-01,3.877153333333362151e-03,5.685299518777777195e+01
1.231918933333333299e-01,-5.029784666666663878e-02,5.768914218777777592e+01
-2.323310666666666968e-02,2.191281533333333809e-01,5.872774318777777580e+01
-2.358911066666666834e-01,-1.241828466666666381e-01,5.978488018777777313e+01
-6.115921066666666350e-01,-4.715958466666666515e-01,6.079035018777777566e+01
1.544989333333332895e-02,6.529715333333335758e-02,6.247007218777777382e+01
-2.394710666666666904e-02,-1.503888466666666313e-01,6.407013218777778718e+01
1.543798933333333234e-01,2.975751533333333976e-01,6.337025718777777428e+01
-1.690106666666670466e-03,-8.509284666666663832e-02,6.315661118777777716e+01
1.230858933333333349e-01,8.703153333333366048e-03,6.265738118777777288e+01
2.825818933333333338e-01,4.478511533333333627e-01,6.204752618777777684e+01
-2.146271066666666782e-01,-1.793448466666666408e-01,6.349188818777777499e+01
-1.607811066666666733e-01,-3.101358466666666036e-01,6.698663518777777881e+01
1.156618933333333349e-01,2.228321533333333659e-01,7.266708618777778383e+01
2.148128933333333102e-01,3.255153333333364596e-03,7.766741418777777994e+01
-5.913421066666666448e-01,-2.483758466666666498e-01,8.172252918777778063e+01
-1.413971066666666887e-01,-1.861818466666666505e-01,8.408619118777778567e+01
2.011098933333333172e-01,9.919515333333336904e-02,8.621062718777778855e+01
-1.372491066666666759e-01,-8.351084666666663825e-02,8.808187318777778785e+01
-1.843491066666666789e-01,-2.118698466666666391e-01,8.619430018777778457e+01
3.851978933333333188e-01,2.565711533333333572e-01,8.295797918777778079e+01
-2.915121066666666594e-01,1.116153333333362585e-03,7.740461218777778640e+01
3.954289333333332879e-02,2.379981533333333787e-01,7.366749018777778701e+01
-3.013021066666666803e-01,-2.434708466666666293e-01,6.635254118777778842e+01
-2.321231066666666898e-01,-1.663008466666666407e-01,5.799046218777777284e+01
3.516208933333333508e-01,2.187031533333333722e-01,5.208003118777777729e+01
1.769598933333333124e-01,2.227015333333336178e-02,4.589989718777777483e+01
-1.618510666666667097e-02,-5.031458466666666185e-01,3.816924918777777265e+01
2.395988933333333126e-01,3.613791533333333694e-01,3.311801418777777428e+01
-5.440771066666666433e-01,-2.555418466666666277e-01,2.976540818777777631e+01
3.578889333333332839e-02,9.685115333333335630e-02,2.806351118777777742e+01
2.045278933333333216e-01,1.783921533333333587e-01,2.690872618777777703e+01
-1.527610666666667089e-02,-7.279784666666663795e-02,2.673983818777777799e+01
-2.087891066666666962e-01,6.416115333333335946e-02,2.843224418777777629e+01
-2.163711066666666738e-01,1.074211533333333524e-01,3.029987018777777763e+01
1.839978933333333289e-01,-1.847398466666666239e-01,3.381148418777777209e+01
3.404218933333333363e-01,6.543415333333336970e-02,3.643155118777777091e+01
-3.687901066666666727e-01,2.174421533333333600e-01,3.783483018777777573e+01
-2.429021066666666728e-01,-6.988884666666664303e-02,4.225009018777777214e+01
3.692348933333333694e-01,9.210615333333335708e-02,4.964663918777777241e+01
-3.271981066666666549e-01,-1.797458466666666255e-01,5.689582718777777615e+01
1.871128933333333078e-01,2.081401533333333831e-01,6.559741418777778676e+01
-9.952110666666666439e-02,-1.734388466666666462e-01,7.185182418777777968e+01
-3.581321066666666719e-01,-2.201998466666666432e-01,7.264334318777778776e+01
1.030618933333333348e-01,-5.161084666666663351e-02,7.307588418777778827e+01
-1.518621066666666908e-01,2.975171533333333951e-01,7.290555818777778541e+01
-4.500081066666666296e-01,4.085115333333336207e-02,7.494847318777777900e+01
-4.680911066666666454e-01,-3.970498466666666504e-01,7.593081918777778583e+01
6.847789333333333117e-02,-3.872238466666666490e-01,7.524724018777777701e+01
-2.619191066666666790e-01,-2.616738466666665985e-01,7.151961018777778634e+01
-1.531811066666666776e-01,-1.842528466666666365e-01,6.569058418777778741e+01
-3.049511066666666381e-01,-2.504188466666666391e-01,5.806527918777777586e+01
2.526818933333333517e-01,-1.299584666666663696e-02,4.917192318777777160e+01
2.313218933333333061e-01,3.296515333333335795e-02,4.424543618777777709e+01
1.085228933333333284e-01,1.019441533333333705e-01,4.049989518777777420e+01
-4.349381066666666573e-01,-1.963548466666666381e-01,4.055013518777777648e+01
-4.028251066666666547e-01,-2.655928466666666043e-01,3.804929618777777733e+01
-6.280010666666667463e-02,2.376115333333336799e-02,3.239925618777777316e+01
-2.939106666666670142e-03,6.059715333333336174e-02,2.960855518777777817e+01
2.078889333333332895e-02,-7.665846666666635556e-03,2.793383218777777799e+01
6.037489333333333208e-02,2.501141533333333111e-01,2.538368218777777940e+01
-2.997981066666666750e-01,-1.874778466666666421e-01,2.493815418777777637e+01
1.968048933333333139e-01,1.758711533333333632e-01,2.887518918777777799e+01
-2.167171066666666868e-01,-1.567518466666666388e-01,3.353406718777777229e+01
1.828628933333333040e-01,-1.389088466666666410e-01,3.915791518777777469e+01
-2.693191066666666411e-01,-3.399068466666665955e-01,4.327528618777777325e+01
-1.664010666666666804e-02,-1.673484666666663623e-02,4.480781818777777659e+01
-2.986561066666666431e-01,-1.715478466666666424e-01,4.342070218777777768e+01
-2.257441066666666940e-01,-1.176088466666666416e-01,4.308425418777777338e+01
-3.524110666666666752e-02,-1.285308466666666427e-01,4.700466018777777322e+01
-2.660941066666666632e-01,-1.141428466666666308e-01,5.046822218777777636e+01
1.318889333333332983e-02,7.399153333333366445e-03,5.041472118777777212e+01
-3.552531066666666515e-01,-3.036088466666666541e-01,4.914826018777777250e+01
1.343148933333333239e-01,-1.483368466666666330e-01,4.561104818777777581e+01
-1.958951066666666796e-01,-3.297284666666663866e-02,4.349002318777777276e+01
-2.308571066666666727e-01,-6.506784666666663719e-02,4.506099918777777447e+01
-1.633351066666666740e-01,-9.956284666666663508e-02,4.768499218777777315e+01
-3.698281066666666561e-01,-1.173208466666666311e-01,4.990394418777777474e+01
-4.304810666666666896e-02,-1.524638466666666248e-01,5.060397918777777448e+01
-7.616910666666666663e-02,-1.955298466666666457e-01,5.040305518777777394e+01
-3.087621066666666469e-01,-2.794638466666666266e-01,4.927327918777777427e+01
-1.327881066666666832e-01,-1.510868466666666354e-01,4.909513318777777613e+01
3.303928933333333262e-01,9.329715333333335470e-02,5.023407618777777373e+01
-1.804711066666666863e-01,-3.640608466666666043e-01,5.141327518777777783e+01
2.560098933333333493e-01,1.946015333333336872e-02,4.979502318777777248e+01
-3.049601066666666749e-01,-1.037948466666666347e-01,4.994747018777777470e+01
-1.373481066666666917e-01,-1.053318466666666453e-01,5.401010718777777697e+01
1.664528933333333238e-01,1.937741533333333654e-01,5.549397918777777505e+01
-5.342791066666666699e-01,-3.906398466666666236e-01,5.627020918777777325e+01
1.677868933333333257e-01,1.613715333333336222e-02,5.585766418777777176e+01
-2.911601066666666404e-01,-1.309618466666666314e-01,5.444666518777777497e+01
-3.623031066666666522e-01,-2.531138466666666420e-01,5.461779218777777345e+01
-1.165881066666666632e-01,-9.300084666666663669e-02,5.514704018777777605e+01
-4.110541066666666410e-01,-7.593684666666664085e-02,5.358680618777777482e+01
2.810689333333333054e-02,6.864615333333336233e-02,5.307468618777777181e+01
-3.779551066666666514e-01,-1.942428466666666353e-01,5.149185818777777257e+01
-8.969510666666666299e-02,-1.436628466666666215e-01,5.078956118777777107e+01
-2.589191066666666763e-01,-8.515484666666664482e-02,5.091461418777777226e+01
8.787889333333333275e-02,-1.308268466666666352e-01,4.843448518777777423e+01
-3.486010666666666813e-02,-1.021408466666666459e-01,4.573150818777777715e+01
-4.127691066666666631e-01,-8.291484666666663894e-02,4.475396918777777699e+01
-2.725681066666666430e-01,-7.059584666666662844e-02,4.297660318777777633e+01
4.060798933333333305e-01,2.350521533333333746e-01,4.039726518777777642e+01
-5.207251066666666039e-01,-4.609198466666666327e-01,3.641982118777777089e+01
1.288218933333333260e-01,2.611741533333333809e-01,3.372977718777777767e+01
-2.760811066666666314e-01,-1.769618466666666445e-01,3.177719718777777658e+01
-2.017211066666666774e-01,-1.419258466666666330e-01,3.238482918777777542e+01
-2.828721066666666784e-01,-1.851928466666666329e-01,3.405779118777777370e+01
2.896708933333333458e-01,1.726371533333333763e-01,3.460960218777777442e+01
4.043718933333333432e-01,3.577261533333333521e-01,3.588169718777777462e+01
-6.196911066666666024e-01,-3.636378466666666531e-01,3.642140018777777755e+01
1.635828933333333124e-01,1.710301533333333512e-01,3.702735718777777407e+01
-2.667751066666666504e-01,-2.676088466666666221e-01,3.932146318777777338e+01
-2.825561066666666399e-01,-1.909788466666666462e-01,4.190616118777777643e+01
2.625898933333333241e-01,4.114815333333336766e-02,4.346566218777777380e+01
1.630168933333333292e-01,-3.909784666666663716e-02,4.353101218777777603e+01
2.000028933333333203e-01,6.481315333333335926e-02,4.244266318777777514e+01
-1.481801066666666722e-01,-1.447718466666666481e-01,4.125816218777777777e+01
-1.772891066666666959e-01,-3.071048466666665977e-01,3.969511618777777784e+01
1.729348933333333116e-01,1.426771533333333619e-01,4.007742518777777718e+01
-1.724291066666666927e-01,4.889215333333336855e-02,4.203438418777777486e+01
-1.673021066666666723e-01,7.743215333333336448e-02,4.319011518777777781e+01
-1.815881066666666932e-01,-1.917828466666666454e-01,4.352869618777777561e+01
1.218789333333332794e-02,1.154851533333333680e-01,4.530473218777777333e+01
3.470089333333332970e-02,-2.226878466666666334e-01,4.553245018777777631e+01
6.200389333333333058e-02,-9.687846666666638518e-03,4.519956418777777429e+01
1.112078933333333353e-01,1.419761533333333547e-01,4.637859218777777670e+01
2.110628933333333068e-01,-2.203584666666663638e-02,4.810771018777777641e+01
1.793848933333333229e-01,5.577415333333336778e-02,4.922240718777777602e+01
-2.115621066666666938e-01,-2.211178466666666453e-01,4.828298018777777401e+01
5.023088933333333950e-01,1.554581533333333765e-01,4.591320318777777487e+01
-1.563411066666666738e-01,-2.220458466666666297e-01,4.371250718777777422e+01
-7.148710666666667490e-02,4.020615333333336927e-02,4.252844818777777647e+01
9.576893333333329206e-03,-2.238684666666663700e-02,4.197819418777777400e+01
-3.139481066666666709e-01,-1.244248466666666303e-01,4.266551418777777371e+01
-1.285671066666666806e-01,-7.701584666666663748e-02,4.537037518777777478e+01
1.432098933333333102e-01,-3.870784666666663570e-02,4.957024618777777647e+01
-3.310961066666666675e-01,-7.549484666666664290e-02,5.637724918777777106e+01
6.878089333333332889e-02,7.503815333333335724e-02,6.539441118777777717e+01
-1.572761066666666929e-01,-1.458984666666663516e-02,7.311016318777778622e+01
-3.524171066666666463e-01,-5.057484666666663825e-02,7.402280618777777477e+01
-2.117410666666667135e-02,-4.943084666666663907e-02,7.079799118777778233e+01
-1.287151066666666899e-01,7.467615333333335603e-02,6.436390118777778468e+01
-5.346810666666666767e-02,8.704615333333337590e-02,5.762384218777777534e+01
9.707989333333333359e-02,-1.079828466666666320e-01,5.378304118777777632e+01
8.956689333333332781e-02,-6.524284666666663179e-02,5.217766418777777204e+01
-3.033411066666666378e-01,-2.284638466666666368e-01,4.961117818777777444e+01
-3.971910666666667034e-02,-1.485768466666666510e-01,4.806704918777777635e+01
-1.601010666666666943e-02,-9.534184666666664643e-02,4.892527618777777576e+01
8.223389333333333551e-02,1.531171533333333667e-01,5.400061618777777284e+01
1.841289333333332931e-02,-2.331508466666666335e-01,6.058697718777777652e+01
4.018668933333333637e-01,3.179971533333333378e-01,6.782725018777777848e+01
-1.155101066666666676e-01,7.215415333333335957e-02,7.110913318777778613e+01
