accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
3.210699999999999665e-02,8.504599999999999660e-02,-9.811882999999999910e+00
3.969899999999999818e-02,9.372600000000000375e-02,-9.814944000000000557e+00
5.424699999999999661e-02,7.567599999999999327e-02,-9.803584000000000742e+00
4.171400000000000108e-02,8.620600000000000485e-02,-9.802716999999999459e+00
3.661999999999999977e-02,8.479399999999999438e-02,-9.799352999999999980e+00
3.728299999999999670e-02,1.018820000000000003e-01,-9.813973000000000724e+00
3.898800000000000182e-02,9.503599999999999548e-02,-9.824747000000000341e+00
4.071400000000000019e-02,7.475700000000000400e-02,-9.821082000000000534e+00
5.189900000000000069e-02,8.169300000000000173e-02,-9.824579999999999202e+00
5.396299999999999708e-02,7.659599999999999742e-02,-9.832727999999999469e+00
5.228200000000000208e-02,7.259400000000000575e-02,-9.808906999999999599e+00
4.141999999999999849e-02,8.741200000000000359e-02,-9.815806000000000253e+00
4.416599999999999693e-02,9.719200000000000061e-02,-9.808362999999999943e+00
3.816399999999999654e-02,8.676000000000000378e-02,-9.805395000000000749e+00
3.506999999999999701e-02,7.978999999999999981e-02,-9.800264000000000308e+00
3.303600000000000286e-02,8.448799999999999366e-02,-9.808149999999999480e+00
4.271400000000000197e-02,9.137000000000000677e-02,-9.813491000000000852e+00
4.226499999999999702e-02,9.929999999999999938e-02,-9.823802000000000589e+00
4.469700000000000062e-02,8.952000000000000235e-02,-9.806976000000000582e+00
4.663099999999999884e-02,8.664900000000000380e-02,-9.796201999999999188e+00
4.656899999999999928e-02,8.149700000000000000e-02,-9.800833000000000794e+00
3.006500000000000145e-02,9.193199999999999983e-02,-9.807717000000000240e+00
2.533799999999999941e-02,8.558899999999999841e-02,-9.817330999999999364e+00
2.961700000000000096e-02,7.927099999999999425e-02,-9.814973000000000170e+00
3.077900000000000080e-02,8.459200000000000053e-02,-9.808405000000000484e+00
4.670500000000000346e-02,9.871599999999999819e-02,-9.809291999999999234e+00
4.233100000000000057e-02,8.608499999999999486e-02,-9.819240999999999886e+00
5.350400000000000295e-02,9.026299999999999601e-02,-9.837533000000000527e+00
3.845099999999999907e-02,9.453899999999999804e-02,-9.829112000000000293e+00
3.730499999999999788e-02,8.294700000000000684e-02,-9.823152000000000328e+00
2.911199999999999899e-02,9.168999999999999373e-02,-9.808776999999999191e+00
3.020400000000000168e-02,9.198699999999999932e-02,-9.793399000000000854e+00
2.738799999999999915e-02,9.193400000000000183e-02,-9.804776999999999632e+00
2.432300000000000087e-02,9.366399999999999726e-02,-9.823460000000000747e+00
3.368399999999999866e-02,7.999199999999999366e-02,-9.811852999999999270e+00
3.926400000000000029e-02,8.438900000000000567e-02,-9.820512000000000796e+00
3.985099999999999754e-02,8.544599999999999418e-02,-9.795239999999999725e+00
4.383700000000000097e-02,7.856000000000000483e-02,-9.802716999999999459e+00
4.854499999999999788e-02,7.831799999999999873e-02,-9.793418000000000845e+00
3.536899999999999766e-02,8.296900000000000108e-02,-9.803729000000000582e+00
2.646700000000000094e-02,7.729600000000000359e-02,-9.800841000000000136e+00
2.393299999999999941e-02,8.394300000000000372e-02,-9.796094000000000079e+00
4.138499999999999818e-02,8.024799999999999989e-02,-9.800119000000000469e+00
5.259599999999999692e-02,8.120199999999999640e-02,-9.787933999999999912e+00
5.285800000000000221e-02,8.976900000000000157e-02,-9.804747000000000767e+00
5.025099999999999706e-02,8.936099999999999599e-02,-9.807461999999999236e+00
4.116600000000000120e-02,9.162800000000000111e-02,-9.796124000000000720e+00
2.850199999999999956e-02,7.826199999999999823e-02,-9.808132999999999768e+00
2.686799999999999952e-02,9.779799999999999605e-02,-9.808920000000000528e+00
2.859000000000000083e-02,7.401399999999999646e-02,-9.818516999999999939e+00
3.067100000000000035e-02,8.755699999999999594e-02,-9.822844999999999160e+00
3.699700000000000211e-02,9.610299999999999399e-02,-9.822167000000000314e+00
5.245099999999999763e-02,9.001000000000000667e-02,-9.813931000000000182e+00
5.022200000000000275e-02,9.527800000000000158e-02,-9.812205000000000510e+00
4.951400000000000245e-02,9.051099999999999424e-02,-9.813886000000000109e+00
5.438699999999999785e-02,7.899699999999999778e-02,-9.817764999999999631e+00
3.490000000000000047e-02,8.242800000000000127e-02,-9.825101999999999336e+00
3.629299999999999887e-02,9.141299999999999426e-02,-9.801463999999999288e+00
3.690000000000000224e-02,8.387300000000000311e-02,-9.813893000000000200e+00
3.713500000000000134e-02,9.503999999999999948e-02,-9.797447000000000017e+00
5.208700000000000135e-02,7.614700000000000635e-02,-9.813921000000000561e+00
5.242399999999999838e-02,7.024199999999999888e-02,-9.804083000000000325e+00
4.345600000000000157e-02,8.955200000000000660e-02,-9.818732999999999933e+00
3.197099999999999942e-02,8.241300000000000014e-02,-9.821768000000000498e+00
3.211399999999999672e-02,9.598700000000000288e-02,-9.810444999999999638e+00
3.877300000000000191e-02,9.112900000000000167e-02,-9.827085000000000292e+00
3.133400000000000074e-02,8.742199999999999971e-02,-9.823145999999999489e+00
3.734099999999999919e-02,9.894699999999999329e-02,-9.816876000000000602e+00
4.373099999999999904e-02,8.113199999999999579e-02,-9.809521000000000157e+00
4.363399999999999918e-02,9.016200000000000603e-02,-9.814666000000000778e+00
4.863900000000000168e-02,9.808400000000000452e-02,-9.811032000000000863e+00
4.167599999999999777e-02,8.303599999999999870e-02,-9.816838000000000619e+00
3.842799999999999688e-02,7.400400000000000034e-02,-9.826280999999999821e+00
3.499800000000000133e-02,8.228299999999999503e-02,-9.815561000000000647e+00
3.985699999999999660e-02,8.646500000000000019e-02,-9.814640999999999948e+00
3.576200000000000212e-02,9.703100000000000613e-02,-9.806074000000000623e+00
4.206100000000000116e-02,8.852300000000000446e-02,-9.805450999999999695e+00
4.856400000000000300e-02,8.572499999999999565e-02,-9.809067999999999898e+00
5.682399999999999951e-02,8.755899999999999794e-02,-9.810577999999999577e+00
4.760000000000000342e-02,9.358400000000000052e-02,-9.819060000000000343e+00
5.257900000000000074e-02,8.548999999999999655e-02,-9.820394999999999541e+00
3.059600000000000167e-02,8.349600000000000077e-02,-9.811685999999999908e+00
2.391700000000000076e-02,7.720699999999999785e-02,-9.811026000000000025e+00
3.855700000000000099e-02,8.348099999999999965e-02,-9.817501000000000033e+00
3.327000000000000096e-02,9.476600000000000301e-02,-9.801726000000000383e+00
2.827400000000000052e-02,1.079669999999999935e-01,-9.806195999999999913e+00
3.002300000000000108e-02,1.088390000000000052e-01,-9.813860000000000028e+00
4.227000000000000202e-02,9.814000000000000501e-02,-9.793649000000000271e+00
4.454600000000000226e-02,8.266199999999999937e-02,-9.818415999999999144e+00
3.798699999999999993e-02,7.406999999999999695e-02,-9.823216999999999643e+00
4.940400000000000347e-02,8.291199999999999959e-02,-9.814754999999999896e+00
4.069600000000000301e-02,9.902600000000000291e-02,-9.809234999999999260e+00
3.397000000000000020e-02,9.491099999999999537e-02,-9.802103000000000677e+00
4.018000000000000044e-02,9.873600000000000432e-02,-9.813506999999999536e+00
4.035600000000000298e-02,8.398300000000000209e-02,-9.816052000000000888e+00
4.693300000000000249e-02,7.668600000000000416e-02,-9.796355999999999398e+00
4.768599999999999922e-02,9.272099999999999786e-02,-9.796991000000000227e+00
4.071799999999999725e-02,9.347700000000000453e-02,-9.807722000000000051e+00
4.286899999999999739e-02,8.806100000000000039e-02,-9.808662999999999244e+00
3.774600000000000177e-02,1.069019999999999970e-01,-9.823588000000000875e+00
3.933600000000000291e-02,9.277900000000000036e-02,-9.818896999999999764e+00
3.636699999999999655e-02,8.964500000000000246e-02,-9.795522999999999314e+00
3.933400000000000091e-02,7.748399999999999732e-02,-9.813506999999999536e+00
3.730900000000000188e-02,7.253700000000000425e-02,-9.814939000000000746e+00
4.646999999999999742e-02,8.178699999999999859e-02,-9.812314999999999898e+00
4.946099999999999802e-02,8.118799999999999628e-02,-9.828172999999999604e+00
3.879699999999999815e-02,7.642200000000000382e-02,-9.826102999999999810e+00
4.979000000000000092e-02,7.861300000000000232e-02,-9.822285000000000821e+00
4.474399999999999905e-02,9.725799999999999723e-02,-9.811090000000000089e+00
3.897099999999999870e-02,1.032399999999999984e-01,-9.815476999999999563e+00
3.480799999999999866e-02,9.766299999999999981e-02,-9.810143000000000058e+00
4.190200000000000174e-02,9.122700000000000253e-02,-9.804769999999999541e+00
4.761599999999999860e-02,7.402100000000000346e-02,-9.802490999999999843e+00
4.059499999999999914e-02,8.325699999999999767e-02,-9.828093000000000856e+00
2.637799999999999867e-02,1.243200000000000000e-01,-9.819219999999999615e+00
2.306599999999999970e-02,1.422299999999999953e-01,-9.835509000000000057e+00
3.858400000000000024e-02,8.316199999999999981e-02,-9.839230999999999838e+00
4.519999999999999712e-02,5.974600000000000050e-02,-9.872106999999999744e+00
4.919500000000000262e-02,9.378899999999999737e-02,-9.809191000000000216e+00
5.581300000000000150e-02,8.509700000000000597e-02,-9.821412999999999727e+00
5.398000000000000020e-02,7.358299999999999563e-02,-9.815412999999999499e+00
6.637999999999999456e-02,7.025099999999999401e-02,-9.804225000000000634e+00
5.762400000000000161e-02,6.906299999999999939e-02,-9.822896000000000072e+00
4.911800000000000194e-02,7.283599999999999797e-02,-9.815485999999999933e+00
4.768599999999999922e-02,6.908400000000000651e-02,-9.803428000000000253e+00
5.738399999999999751e-02,3.976099999999999773e-02,-9.814880999999999744e+00
5.579499999999999738e-02,3.706999999999999879e-02,-9.806241999999999237e+00
4.631199999999999900e-02,6.293700000000000683e-02,-9.796233000000000857e+00
6.637200000000000044e-02,4.429500000000000104e-02,-9.815115000000000478e+00
9.579200000000000215e-02,-2.949999999999999931e-03,-9.814258000000000592e+00
1.574059999999999904e-01,-7.486500000000000099e-02,-9.810517000000000820e+00
1.701739999999999919e-01,-6.295099999999999307e-02,-9.813347000000000264e+00
2.131510000000000071e-01,-1.239210000000000034e-01,-9.807935000000000514e+00
2.413790000000000102e-01,-1.883859999999999979e-01,-9.807688000000000628e+00
1.739950000000000108e-01,-1.229200000000000015e-01,-9.808025000000000659e+00
1.231119999999999992e-01,1.227600000000000045e-02,-9.825400000000000134e+00
8.469599999999999351e-02,3.769000000000000128e-02,-9.818554999999999922e+00
6.910499999999999976e-02,7.069999999999999896e-02,-9.821522999999999115e+00
-1.864299999999999985e-02,1.488089999999999968e-01,-9.826928000000000551e+00
-3.459600000000000175e-02,5.753599999999999687e-02,-9.805341000000000307e+00
4.726899999999999852e-02,8.297100000000000308e-02,-9.832110000000000127e+00
1.243979999999999947e-01,7.361199999999999688e-02,-9.820456999999999326e+00
1.007900000000000046e-01,2.598299999999999915e-02,-9.840116000000000085e+00
9.561999999999999320e-03,4.729699999999999876e-02,-9.824559000000000708e+00
-6.720700000000000285e-02,1.071310000000000040e-01,-9.788608999999999227e+00
1.322100000000000011e-02,5.676199999999999996e-02,-9.806775000000000020e+00
1.247100000000000014e-01,-2.700000000000000035e-04,-9.820677999999999130e+00
7.374500000000000499e-02,3.498500000000000221e-02,-9.810909000000000546e+00
8.216299999999999992e-02,7.498799999999999910e-02,-9.822889999999999233e+00
4.724500000000000227e-02,-1.043499999999999983e-02,-9.800862999999999658e+00
1.226479999999999931e-01,5.286199999999999927e-02,-9.765513999999999584e+00
3.680900000000000144e-02,2.564890000000000225e-01,-9.786393000000000342e+00
-1.355359999999999898e-01,2.913089999999999846e-01,-9.804069999999999396e+00
9.133000000000000493e-03,1.212680000000000008e-01,-9.797734999999999417e+00
2.601399999999999893e-02,7.917699999999999738e-02,-9.807137000000000882e+00
4.072699999999999931e-02,8.559799999999999354e-02,-9.814678000000000679e+00
-2.557500000000000051e-02,3.990699999999999803e-02,-9.764373000000000857e+00
1.499850000000000072e-01,-6.475999999999999812e-02,-9.822903000000000162e+00
2.034759999999999902e-01,-7.556799999999999629e-02,-9.829494000000000398e+00
2.224780000000000091e-01,-1.147539999999999949e-01,-9.822037999999999158e+00
1.623159999999999881e-01,-3.796499999999999875e-02,-9.806551000000000684e+00
1.718369999999999898e-01,-3.168100000000000083e-02,-9.715837999999999752e+00
1.810019999999999962e-01,-1.690879999999999883e-01,-9.716977999999999227e+00
1.491959999999999953e-01,-1.880960000000000132e-01,-9.856856000000000506e+00
2.287690000000000001e-01,-8.688800000000000689e-02,-9.813845000000000596e+00
2.524089999999999945e-01,-4.248899999999999899e-02,-9.820517999999999859e+00
1.920949999999999880e-01,7.164700000000000235e-02,-9.730705000000000382e+00
3.233790000000000275e-01,2.399830000000000019e-01,-9.484704999999999941e+00
6.449399999999999578e-02,1.110600000000000059e-01,-9.754956999999999212e+00
-2.576900000000000024e-02,1.298900000000000055e-01,-9.864886000000000266e+00
-3.738000000000000003e-03,6.775399999999999479e-02,-9.766054000000000457e+00
6.429500000000000492e-02,-9.225800000000000667e-02,-9.797045999999999921e+00
1.644299999999999928e-02,-8.004899999999999516e-02,-9.766712999999999312e+00
-1.843399999999999900e-02,-1.637800000000000020e-02,-9.569717999999999947e+00
1.508869999999999933e-01,5.165000000000000147e-02,-9.689030999999999949e+00
-5.675000000000000357e-03,3.558599999999999958e-02,-9.832587000000000188e+00
1.642149999999999999e-01,1.141120000000000051e-01,-9.756567999999999685e+00
5.387999999999999734e-02,2.239109999999999989e-01,-9.846028000000000446e+00
2.919880000000000253e-01,3.251339999999999786e-01,-9.646364000000000161e+00
1.713790000000000036e-01,3.383010000000000184e-01,-9.577564000000000632e+00
-6.459399999999999864e-02,2.627470000000000083e-01,-9.844734000000000762e+00
7.931299999999999462e-02,8.588899999999999313e-02,-9.710793000000000674e+00
2.943099999999999883e-02,-2.626900000000000068e-02,-9.807394000000000389e+00
9.208399999999999919e-02,-3.701499999999999929e-02,-9.817510000000000403e+00
-1.200729999999999992e-01,-7.246999999999999970e-03,-1.003596100000000035e+01
9.739799999999999847e-02,-3.237500000000000100e-02,-9.768090000000000828e+00
-2.971599999999999936e-02,1.685290000000000121e-01,-9.729710999999999999e+00
7.284499999999999309e-02,1.616180000000000117e-01,-9.820999999999999730e+00
6.234699999999999964e-02,1.674829999999999930e-01,-9.748343000000000202e+00
-1.147600000000000009e-01,6.198000000000000037e-02,-9.698252000000000095e+00
-1.416219999999999979e-01,2.413639999999999952e-01,-9.590293000000000845e+00
4.437499999999999778e-02,2.554150000000000031e-01,-9.759719999999999729e+00
-1.791619999999999879e-01,2.658490000000000020e-01,-9.738770999999999844e+00
-1.846800000000000108e-01,4.688399999999999790e-01,-9.786645000000000039e+00
4.983900000000000136e-02,3.248110000000000164e-01,-9.830334000000000572e+00
-1.432910000000000017e-01,2.605009999999999826e-01,-9.979817999999999856e+00
-2.435249999999999915e-01,2.584770000000000123e-01,-9.805635000000000545e+00
6.336899999999999478e-02,2.379809999999999981e-01,-9.755976000000000425e+00
-1.432660000000000045e-01,1.421759999999999968e-01,-9.826263000000000858e+00
-7.617999999999999772e-03,4.327000000000000290e-02,-9.766220000000000567e+00
-1.288000000000000082e-02,1.641769999999999896e-01,-9.807733999999999952e+00
8.604499999999999649e-02,5.431600000000000317e-02,-9.814657000000000409e+00
6.007400000000000240e-02,4.082500000000000018e-02,-9.819281999999999400e+00
3.234800000000000175e-02,-5.948300000000000115e-02,-9.833074999999999122e+00
-5.864899999999999974e-02,-1.494989999999999930e-01,-9.812870000000000203e+00
1.513170000000000071e-01,5.310600000000000043e-02,-9.807843999999999340e+00
2.864800000000000124e-01,1.935020000000000073e-01,-9.855741000000000085e+00
1.478909999999999947e-01,-1.892000000000000019e-03,-9.803148999999999447e+00
-3.040999999999999866e-03,5.654900000000000204e-02,-9.744457000000000590e+00
1.831810000000000105e-01,1.623900000000000066e-01,-9.806922000000000139e+00
1.824230000000000018e-01,2.480200000000000113e-02,-9.813757999999999981e+00
-2.054599999999999829e-02,5.591800000000000243e-02,-9.868933000000000177e+00
-1.809219999999999995e-01,2.713099999999999956e-01,-9.989710000000000534e+00
2.010770000000000057e-01,2.398879999999999901e-01,-9.760982999999999521e+00
2.501280000000000170e-01,1.807999999999999885e-01,-9.776956999999999454e+00
1.539609999999999868e-01,2.388290000000000135e-01,-9.777915000000000134e+00
-5.343200000000000033e-02,8.328000000000000680e-02,-9.772634999999999295e+00
-7.325299999999999867e-02,-6.673999999999999377e-02,-9.607236999999999583e+00
-1.191070000000000045e-01,-8.162400000000000211e-02,-9.697943000000000424e+00
-3.635399999999999743e-02,-1.099890000000000034e-01,-9.802925000000000111e+00
-8.909499999999999365e-02,2.762200000000000072e-02,-9.755819000000000685e+00
-4.981300000000000311e-02,-3.720000000000000216e-03,-9.768174000000000134e+00
-7.244100000000000539e-02,5.716199999999999753e-02,-9.823221999999999454e+00
8.265300000000000424e-02,-1.975599999999999926e-02,-9.946384999999999366e+00
7.451000000000000158e-03,-5.616899999999999671e-02,-1.002254100000000037e+01
2.555930000000000146e-01,-3.821030000000000260e-01,-9.751623999999999626e+00
1.493420000000000025e-01,-5.184330000000000327e-01,-9.796887999999999153e+00
1.540400000000000102e-01,-3.356520000000000059e-01,-9.840006999999999948e+00
4.192300000000000193e-02,-2.706160000000000232e-01,-9.787036000000000513e+00
1.235460000000000030e-01,8.844399999999999484e-02,-9.679313000000000500e+00
3.018370000000000219e-01,5.105800000000000338e-01,-9.740344000000000335e+00
1.369879999999999987e-01,-4.549899999999999778e-02,-9.785173000000000343e+00
6.444800000000000528e-02,-2.774490000000000012e-01,-9.803670000000000329e+00
2.477100000000000135e-01,-2.513659999999999783e-01,-9.838843000000000671e+00
4.300229999999999886e-01,-2.384489999999999943e-01,-9.738435000000000841e+00
2.136740000000000028e-01,-1.489409999999999901e-01,-9.715759999999999508e+00
4.443099999999999827e-02,-5.675499999999999989e-02,-9.805737999999999843e+00
-4.614700000000000052e-02,-3.510900000000000132e-02,-9.832003999999999522e+00
-3.316399999999999904e-02,-1.034579999999999944e-01,-9.782814999999999372e+00
-3.078099999999999933e-02,-1.297649999999999915e-01,-9.899637999999999494e+00
-2.880999999999999880e-02,-1.955739999999999978e-01,-9.953545999999999339e+00
-3.298199999999999743e-02,-2.472389999999999866e-01,-9.790454999999999686e+00
1.344519999999999882e-01,-2.901400000000000159e-02,-9.766177000000000774e+00
1.237309999999999938e-01,1.732769999999999866e-01,-9.833857000000000070e+00
-7.110000000000000434e-04,2.629859999999999975e-01,-9.816601999999999606e+00
1.557389999999999886e-01,2.965900000000000133e-02,-9.797961000000000809e+00
3.018330000000000179e-01,2.313499999999999931e-02,-9.812452999999999648e+00
2.277790000000000092e-01,-5.108999999999999826e-03,-9.827911000000000286e+00
2.224990000000000023e-01,2.318299999999999875e-02,-9.771383999999999403e+00
2.054860000000000020e-01,1.193619999999999959e-01,-9.776799000000000461e+00
2.116639999999999910e-01,-1.300899999999999973e-02,-9.828687999999999647e+00
1.672220000000000095e-01,1.297000000000000063e-02,-9.583778000000000574e+00
-4.555300000000000321e-02,7.942699999999999760e-02,-9.812134000000000356e+00
9.515200000000000047e-02,-8.104999999999999358e-03,-9.777274000000000242e+00
9.268899999999999362e-02,1.206080000000000069e-01,-9.842494999999999550e+00
1.224940000000000057e-01,1.881609999999999949e-01,-9.797069000000000472e+00
1.458399999999999974e-02,-5.774399999999999672e-02,-9.743183999999999401e+00
1.640850000000000086e-01,-5.707099999999999673e-02,-9.908462000000000103e+00
2.580109999999999904e-01,-1.701749999999999929e-01,-9.857744999999999536e+00
3.129000000000000115e-01,-7.542600000000000693e-02,-9.787518999999999636e+00
3.215319999999999845e-01,4.698800000000000199e-02,-9.751089000000000340e+00
3.081180000000000030e-01,1.083169999999999966e-01,-9.797826000000000590e+00
1.608439999999999870e-01,1.454409999999999870e-01,-9.588214000000000681e+00
1.686179999999999901e-01,-5.694000000000000276e-03,-9.747875000000000512e+00
1.607030000000000125e-01,-6.560499999999999665e-02,-9.836696999999999136e+00
4.807819999999999871e-01,-6.347300000000000164e-02,-9.792797000000000196e+00
3.325400000000000023e-01,-1.709569999999999979e-01,-9.818203000000000458e+00
2.818579999999999974e-01,-3.147699999999999804e-02,-9.810838000000000392e+00
3.806869999999999976e-01,-4.067999999999999568e-03,-9.783889000000000280e+00
2.613449999999999940e-01,1.229719999999999980e-01,-9.758841999999999572e+00
3.797199999999999881e-02,1.138460000000000027e-01,-9.800126999999999811e+00
3.192799999999999805e-02,1.450790000000000135e-01,-9.820278999999999314e+00
-8.946099999999999886e-02,2.500550000000000272e-01,-9.806613999999999720e+00
-1.180989999999999956e-01,3.276319999999999788e-01,-9.793369000000000213e+00
-1.612909999999999899e-01,1.670250000000000068e-01,-9.724277999999999977e+00
-4.696000000000000174e-02,1.668419999999999903e-01,-9.789963000000000193e+00
7.291300000000000558e-02,5.787199999999999983e-02,-9.791062999999999406e+00
2.059259999999999979e-01,-1.720899999999999930e-01,-9.797573999999999117e+00
6.450200000000000378e-02,-1.399500000000000050e-02,-9.840545999999999793e+00
5.403299999999999770e-02,1.899700000000000000e-02,-9.892386999999999375e+00
1.275399999999999867e-01,-1.308100000000000061e-02,-9.901854000000000156e+00
8.802300000000000402e-02,4.272200000000000303e-02,-9.810705000000000453e+00
2.194810000000000094e-01,-6.956099999999999783e-02,-9.812450999999999368e+00
1.591589999999999949e-01,-1.830390000000000073e-01,-9.784622000000000597e+00
1.984819999999999918e-01,-9.585000000000000464e-02,-9.839769999999999683e+00
1.920769999999999977e-01,-7.302000000000000331e-03,-9.907289999999999708e+00
9.775200000000000555e-02,1.221300000000000024e-01,-9.817819999999999325e+00
8.564199999999999591e-02,1.796639999999999904e-01,-9.783993000000000606e+00
-1.108499999999999937e-02,1.620739999999999958e-01,-9.827223000000000042e+00
2.783499999999999863e-02,1.533549999999999913e-01,-9.834201000000000192e+00
1.590139999999999887e-01,1.436969999999999914e-01,-9.949272999999999811e+00
1.720440000000000025e-01,-1.267240000000000033e-01,-9.762527999999999651e+00
1.333060000000000078e-01,-2.016219999999999957e-01,-9.829368000000000549e+00
2.336189999999999933e-01,-1.358000000000000040e-01,-9.804401000000000366e+00
1.516699999999999993e-01,-7.028399999999999925e-02,-9.819212000000000273e+00
4.739700000000000163e-02,5.662899999999999878e-02,-9.766681999999999420e+00
1.378459999999999963e-01,-1.785399999999999834e-02,-9.798168999999999684e+00
2.694529999999999981e-01,-9.378799999999999637e-02,-9.793691000000000813e+00
1.791169999999999984e-01,-4.806900000000000062e-02,-9.806221000000000743e+00
7.507500000000000284e-02,4.954700000000000076e-02,-9.770414000000000598e+00
-3.498400000000000121e-02,1.933769999999999933e-01,-9.808837000000000472e+00
-1.999099999999999835e-02,1.610219999999999985e-01,-9.785762999999999323e+00
-1.274359999999999937e-01,2.098609999999999920e-01,-9.966915999999999443e+00
5.082799999999999818e-02,1.063370000000000010e-01,-9.858746999999999261e+00
1.016119999999999940e-01,2.052000000000000005e-02,-9.796060999999999908e+00
2.363210000000000033e-01,-1.590090000000000114e-01,-9.794064999999999799e+00
2.481669999999999987e-01,-1.067010000000000042e-01,-9.847787000000000290e+00
2.495040000000000036e-01,-2.723519999999999830e-01,-9.859408000000000172e+00
1.241779999999999967e-01,-1.905920000000000114e-01,-1.010561399999999921e+01
1.475910000000000000e-01,-4.011999999999999941e-03,-9.737911999999999679e+00
6.239700000000000107e-02,6.320900000000000130e-02,-9.784940000000000637e+00
3.617000000000000076e-02,2.066729999999999956e-01,-9.746105000000000018e+00
2.361590000000000078e-01,2.275560000000000083e-01,-9.757106999999999530e+00
3.436520000000000130e-01,6.358500000000000263e-02,-9.778627000000000180e+00
2.513759999999999883e-01,1.624120000000000008e-01,-9.767920000000000158e+00
8.861299999999999732e-02,1.785940000000000027e-01,-9.793371000000000492e+00
8.374700000000000200e-02,4.327730000000000188e-01,-9.763514000000000692e+00
1.516799999999999919e-02,6.278179999999999872e-01,-9.806976000000000582e+00
1.226410000000000000e-01,5.843369999999999953e-01,-9.825727000000000544e+00
7.441100000000000492e-02,2.801799999999999846e-01,-9.755577000000000609e+00
-3.486100000000000310e-02,-1.523019999999999929e-01,-9.825060000000000571e+00
-8.366600000000000426e-02,-4.111130000000000062e-01,-9.848888999999999783e+00
1.978109999999999868e-01,-6.820640000000000036e-01,-9.755812000000000594e+00
